name,company,street,postcode,city,country,capacity,energy_source,technology,chp,commissioned,type,lat,lon,eic_code,energy_source_level_1,energy_source_level_2,energy_source_level_3,additional_info,comment,source,,,,,,,,,,,,,,,,,,,,,
BNA0814,Energie und Wasser Potsdam GmbH,,14478,Potsdam,DE,81.8,Natural gas,Steam turbine,yes,1996,,52.36605,13.11251,,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA0832,FairEnergie GmbH,Hauffstraße 89 m,72762,Reutlingen,DE,9.84,Natural gas,Combustion Engine,yes,2011,,48.49395,9.18563,,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA0834,Solvay Chemicals GmbH,,47495,Rheinberg,DE,79,Natural gas,Steam turbine,yes,1961,,51.56489,6.57824,,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA0842a,Stadtwerke Rosenheim GmbH & Co. KG,Färberstraße 47,83022,Rosenheim,DE,9.81,Natural gas,Combustion Engine,yes,2011,,47.856134,12.134085,,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA0842b,Stadtwerke Rosenheim GmbH & Co. KG,Färberstraße 47,83022,Rosenheim,DE,9.2,Natural gas,Combustion Engine,yes,2013,,47.85593,12.1341,,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA0843,Stadtwerke Rosenheim GmbH & Co. KG,Oberaustraße 12,83026,Rosenheim,DE,4.3,Natural gas,Combustion Engine,yes,2012,,47.856134,12.134085,,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA0848,Stadtwerke Rostock AG,,18069,Rostock,DE,108,Natural gas,Combined cycle,yes,1996,,54.125454,12.081897,,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA0856,TWS Thüringer Wärme Service GmbH,,7407,Rudolstadt,DE,26.5,Natural gas,Steam turbine,yes,1936,,50.686928,11.329303,,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA0857,Opel Automobile GmbH ,,65429,Rüsselheim,DE,112.1,Natural gas,Combined cycle,yes,1999,IPP,49.99204,8.41411,,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA0861a,Energie SaarLorLux AG,,66121,Saarbrücken,DE,75,Natural gas,Combined cycle,yes,2005,CHP,49.223899,7.014899,11WD7UCHT5XROSOK,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA0893,BASF Schwarzheide GmbH,Schipkauer Str.1,1987,Schwarzheide,DE,122,Natural gas,Combined cycle,yes,1994,IPP,51.47617,13.8891,,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA0896,Energieversorgung Schwerin GmbH & Co. Erzeugung KG,,19061,Schwerin,DE,44.9,Natural gas,Steam turbine,yes,1994,,53.57787,11.39647,,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA0897,Energieversorgung Schwerin GmbH & Co. Erzeugung KG,,19057,Schwerin,DE,23,Natural gas,Steam turbine,yes,1994,,53.653917,11.372972,,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA0913,Alpiq Spreetal GmbH,Südstraße,2979,Spreetal,DE,50,Natural gas,Combined cycle,no,,,51.516748,14.366559,,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA0918a,Dow Deutschland Anlagengesellschaft mbH,Bützflethersand,21683,Stade,DE,190,Natural gas,Steam turbine,yes,,,53.6519197,9.5078665,,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA0918b,Dow Deutschland Anlagengesellschaft mbH,Bützflethersand,21683,Stade,DE,157,Natural gas,Combined cycle,yes,2015,IPP,53.6519197,9.5078665,,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA0922,CIECH Energy Deutschland GmbH,Athenslebener Weg 57,39418,Staßfurt,DE,100,Natural gas,Combined cycle,yes,2015,IPP,51.865527,11.573813,,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA0922a,CIECH Energy Deutschland GmbH,Athenslebener Weg 57,39418,Staßfurt,DE,9,Natural gas,Combined cycle,yes,,,51.59421,11.572945,,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA0933,EnBW Energie Baden-Württemberg AG,Langwiesenweg 23,70376,Stuttgart,DE,55,Natural gas,Gas turbine,no,,,48.782453,9.231483,,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA0957,Stadtwerke Tübingen GmbH,,72072,Tübingen,DE,13.4,Natural gas,Steam turbine,yes,2000,,48.510855,9.071463,,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA0994,Gemeinschaftskraftwerk Irsching GmbH,,85088,Vohburg,DE,846,Natural gas,Combined cycle,no,2010,,48.76702,11.580033,11WD2IRSC000179N,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA0995,Uniper Kraftwerke GmbH ,,85088,Vohburg,DE,561,Natural gas,Combined cycle,no,2011,,48.76702,11.580033,11WD2IRSC000179N,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA1023,RWE Power AG,,52249,Eschweiler-Weisweiler,DE,200,Natural gas,Gas turbine,no,2006,,50.839167,6.321111,11WD7WEIS-B-KW-C,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA1024,RWE Power AG,,52249,Eschweiler-Weisweiler,DE,200,Natural gas,Gas turbine,no,2006,,50.839167,6.321111,11WD7WEIS-B-KW-C,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA1039,RWE Generation SE,,59368,Werne,DE,55,Natural gas,Combined cycle,no,1973,,51.672453,7.709947,11WD7GERS-X-KW-C,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA1040,RWE Generation SE,,59368,Werne,DE,55,Natural gas,Combined cycle,no,1973,,51.672453,7.709947,11WD7GERS-X-KW-C,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA1041,RWE Generation SE,,59368,Werne,DE,55,Natural gas,Steam turbine,no,1973,,51.672453,7.709947,11WD7GERS-X-KW-C,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA1042,RWE Generation SE,,59368,Werne,DE,55,Natural gas,Steam turbine,no,1973,,51.672453,7.709947,11WD7GERS-X-KW-C,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA1043,RWE Generation SE,,59368,Werne,DE,355,Natural gas,Steam turbine,no,1973,,51.672453,7.709947,11WD7GERS-X-KW-C,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA1044,RWE Generation SE,,59368,Werne,DE,355,Natural gas,Combined cycle,no,1973,,51.672453,7.709947,11WD7GERS-X-KW-C,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA1045,RWE Generation SE,,59368,Werne,DE,355,Natural gas,Combined cycle,no,1973,,51.672453,7.709947,11WD7GERS-X-KW-C,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA1046b,RWE Generation SE,,59368,Werne,DE,112,Natural gas,Gas turbine,no,1984,,51.672453,7.709947,11WD7GERS-X-KW-C,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA1056,InfraServ GmbH & Co. Wiesbaden KG,,65203,Wiesbaden,DE,25.015,Natural gas,Steam turbine,yes,2006,,50.040546,8.253248,,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA1074,envia THERM GmbH,,6766,Wolfen,DE,40,Natural gas,Steam turbine,no,1997,,51.643127,12.228892,,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA1078,Palm Power GmbH & Co. KG,Am Oberwald 2,76744,Wörth,DE,59,Natural gas,Steam turbine,yes,2007,,49.06996,8.30702,,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA1082,WSW Energie & Wasser AG,,42275,Wuppertal,DE,88.019,Natural gas,Combined cycle,yes,2005,,51.268889,7.200278,,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA1085,Heizkraftwerk Würzburg GmbH,Veitshöchheimer Str. 1,97080,Würzburg,DE,23,Natural gas,Steam turbine,yes,1971,,49.800041,9.923136,,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA1086,Heizkraftwerk Würzburg GmbH,Veitshöchheimer Str. 1,97080,Würzburg,DE,25,Natural gas,Steam turbine,yes,1993,,49.800041,9.923136,,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA1087,Heizkraftwerk Würzburg GmbH,Veitshöchheimer Str. 1,97080,Würzburg,DE,29.5,Natural gas,Gas turbine,yes,2009,,49.800041,9.923136,,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA1088,Heizkraftwerk Würzburg GmbH,Veitshöchheimer Str. 1,97080,Würzburg,DE,44.5,Natural gas,Gas turbine,yes,2005,,49.800041,9.923136,,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA1089,K+S AG,,39326,Zielitz,DE,27,Natural gas,Steam turbine,yes,1996,,52.29848,11.67963,,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA1094,Smurfit Kappa Zülpich Papier GmbH,Bessenicher Weg,53910,Zülpich,DE,15.1,Natural gas,Steam turbine,yes,1996,,50.7055,6.65362,,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA1103,UPM GmbH Werk Augsburg,Georg-Heindl-Strasse 4,86153,Augsburg,DE,29,Natural gas,Steam turbine,yes,1967,,48.38008,10.90143,,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA1104,Stadtwerke Augsburg Energie GmbH,Franziskanergasse 9,86152,Augsburg ,DE,20.4,Natural gas,Steam turbine,yes,1976,,48.37509,10.90277,,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA1105,TEAG Thüringer Energie AG,,36433,Bad Salzungen,DE,9.7,Natural gas,Steam turbine,yes,1994,,50.800266,10.220563,,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA1117,Pirelli Deutschland GmbH,Höchster Str. 48-60,64747,Breuberg,DE,11.4,Natural gas,Steam turbine,yes,1999,,49.81082,9.01169,,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA1120,RÜTGERS Germany GmbH,Kekulestraße 30,44579,Castrop-Rauxel,DE,10.2,Natural gas,Gas turbine,yes,1991,,51.57442,7.29794,,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA1121,RÜTGERS Germany GmbH,Kekulestraße 30,44579,Castrop-Rauxel,DE,0.9,Natural gas,Steam turbine,yes,2005,,51.57442,7.29794,,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA1125,Merck KGaA,Frankfurter Str. 250,64293,Darmstadt ,DE,10,Natural gas,Gas turbine,yes,1999,,49.8828183,8.628718585,,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA1127,GHD Bayernwerk Natur GmbH & Co. KG,Landshuter Straße 56,84130,Dingolfing,DE,6.7,Natural gas,Gas turbine,yes,1997,,48.640307,12.463436,,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA1128,GHD Bayernwerk Natur GmbH & Co. KG,Landshuter Straße 56,84130,Dingolfing,DE,6.7,Natural gas,Gas turbine,yes,1997,,48.640307,12.463436,,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA1131,Metsä Tissue GmbH (Werk Düren),Veldener Strasse 121 - 131,52349,Düren,DE,14,Natural gas,Steam turbine,yes,1940,,50.77284,6.49003,,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA1138,Stadtwerke Erkrath GmbH,Klinkerweg 4,A-40699,Erkrath,DE,10.2,Natural gas,Steam turbine,yes,2000,,51.21686,6.94733,,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA1151,innogy SE,Neuenheimer Feld 530,69120,Heidelberg,DE,13.5,Natural gas,Steam turbine,yes,2001,,49.42158,8.67284,,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA1165,Pfeifer & Langen GmbH & Co. KG,Reeser Str 280-300,47546,Kalkar,DE,11.4,Natural gas,Steam turbine,yes,2002,,51.72967,6.35865,,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA1182,RheinEnergie AG,,50769,Köln,DE,15.5,Natural gas,Steam turbine,yes,2010,,51.017899,6.964045,,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA1183,RheinEnergie AG,,51109,Köln,DE,15.8,Natural gas,Combined cycle,yes,2001,,50.94308239,7.085239192,,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA1187,Pfeifer & Langen GmbH & Co. KG,Heidensche Str. 70,32791,Lage,DE,10.2,Natural gas,Steam turbine,yes,2017,,51.98614,8.80732,,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA1193,Stadtwerke Lemgo GmbH,Liemer Weg 71,32657,Lemgo ,DE,12.6,Natural gas,Steam turbine,yes,2001,,52.026244,8.866597,,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA1196a,MVV Energie AG,Giulinistraße 2,67065,Ludwigshafen,DE,12.5,Natural gas,Steam turbine,yes,2008,,49.45308,8.43364,,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA1196b,MVV Energie AG,Giulinistr. 2,67065,Ludwigshafen,DE,11.96,Natural gas,Combined cycle,yes,2003,,49.453181,8.433592,,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA1200,Energie- und Medienversorgung Sandhofer Straße GmbH & Co. KG,,68305,Mannheim,DE,17.2,Natural gas,Combined cycle,yes,2005,,49.53071,8.47088,,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA1225,Peißenberger Wärmegesellschaft mbH,,82380,Peißenberg,DE,5.3,Natural gas,Steam turbine,yes,1989,,47.789499,11.055371,,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA1226,Peißenberger Wärmegesellschaft mbH,,82380,Peißenberg,DE,5.3,Natural gas,Steam turbine,yes,1987,,47.789499,11.055371,,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA1238,Molkerei MEGGLE Wasserburg GmbH & Co. KG,Megglestraße 6 - 12,83512,Reitmehring,DE,15.1,Natural gas,Steam turbine,yes,2000,,48.056351,12.185174,,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA1248a,UPM GmbH,Friedrich-Haindl-Strasse 10,86956,Schongau,DE,64,Natural gas,Steam turbine,yes,1954,,47.80811,10.90251,,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA1248b,UPM GmbH,Friedrich-Haindl-Strasse 10,86956,Schongau,DE,76,Natural gas,Steam turbine,yes,2014,,47.80811,10.90251,,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA1260,Daimler AG,,71059,Sindelfingen,DE,95,Natural gas,Steam turbine,yes,2013,CHP,48.697222,8.999167,,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA1264,Stadtwerke Suhl/Zella-Mehlis GmbH,Fröhliche-Mann-Straße 2,98528,Suhl,DE,13.5,Natural gas,Steam turbine,yes,1995,,50.6315,10.69866,,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA1271,K+S AG,,36414,Unterbreizbach,DE,20,Natural gas,Steam turbine,yes,1995,,50.81319,9.97752,,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA1279,Basell Polyolefine GmbH,,50389,Wesseling,DE,51.9,Natural gas,Gas turbine,yes,1996,,50.83051,6.95936,,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA1284,Grace GmbH,In der Hollerhecke 1,67547,Worms,DE,11.5,Natural gas,Steam turbine,yes,1991,,49.66328,8.35894,,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA1285,K+S AG,,31515,Wunstorf,DE,11,Natural gas,Steam turbine,yes,1974,,52.41852,9.36815,,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA1292b,Sales & Solutions GmbH,Alexanderstr. 8,89522,Heidenheim,DE,18.9,Natural gas,Steam turbine,yes,2014,,48.670061,10.150584,,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA1293c,Martinswerk GmbH,Kölner Straße 110,50127,Bergheim,DE,3,Natural gas,Steam turbine,yes,1995,,50.94563,6.66496,,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA1315,Universitätsklinikum Freiburg AdöR,Hartmannstrasse 1,79106,Freiburg,DE,27,Natural gas,Steam turbine,yes,2001,,48.00557217,7.842279817,,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA1327a,Flughafen München GmbH,nicht öffentlicher Bereich (Btl. 145.01),85326,München,DE,9.5,Natural gas,Steam turbine,yes,1992,,48.3591,11.7903,,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA1327b,Terminal 2 Gesellschaft mbH & Co oHG,nicht öffentlicher Bereich (Btl. 145.01),85326,München,DE,7.44,Natural gas,Steam turbine,yes,2003,,48.3591,11.7903,,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA1328,HBB Heizkraftwerk Bauernfeind Betreibergesellschaft mbh,Rosenheimer Str. 37,83064,Raubling,DE,24,Natural gas,Steam turbine,yes,2001,,47.79598,12.11927,,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA1329,Kübler & Niethammer Papierfabrik Kriebstein AG,Bauhofstr. 1,9648,Kriebstein,DE,13.11,Natural gas,Combined cycle,yes,1993,,51.05135,13.01661,,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA1332,INEOS Solvents Germany GmbH,Römerstr. 733,47443,Moers,DE,24,Natural gas,Steam turbine,yes,1995,,51.46935,6.64358,,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA1333a,Universität Stuttgart,Pfaffenwaldring 8,70569,Stuttgart,DE,12.181,Natural gas,Steam turbine,yes,1988,,48.75081,9.1103,,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA1333b,Universität Stuttgart,Pfaffenwaldring 8,70569,Stuttgart,DE,11.3377,Natural gas,Steam turbine,yes,1969,,48.75081,9.1103,,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA1333c,Universität Stuttgart,Pfaffenwaldring 8,70569,Stuttgart,DE,11.6188,Natural gas,Steam turbine,yes,1968,,48.75081,9.1103,,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA1334,CR3-Kaffeeveredelung M. Hermsen GmbH,Waterbergstraße 14,28237,Bremen,DE,14.8,Natural gas,Combined cycle,yes,2002,,53.12099,8.734776,,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA1335a,Papier- u. Kartonfabrik Varel GmbH & Co. KG,Dangaster Straße 38,26316,Varel,DE,58.1,Natural gas,Steam turbine,yes,1989,,53.40317,8.12821,,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA1335b,Papier- u. Kartonfabrik Varel GmbH & Co. KG,Dangaster Straße 38,26316,Varel,DE,0.48,Natural gas,Steam turbine,no,1968,,53.40317,8.12821,,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA1336,Henkel AG & Co. KGaA,Henkelstr. 67,40589,Düsseldorf,DE,84,Natural gas,Steam turbine,yes,1948,,51.17565,6.83805,,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA1337a,DS Smith Paper Deutschland GmbH,Weichertstr. 7,63741,Aschaffenburg,DE,27,Natural gas,Steam turbine,yes,,,49.988218,9.155761,,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA1337e,DS Smith Paper Deutschland GmbH,Weichertstr. 7,63741,Aschaffenburg,DE,47,Natural gas,Combined cycle,yes,2013,,49.988218,9.155761,,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA1396,Energieversorgungscenter Dresden-Wilschdorf GmbH & Co. KG,"Boxdorf, Ringstr. 3",1468,Moritzburg,DE,34.3,Natural gas,Steam turbine,yes,1998,,51.12697,13.715,,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA1400b,"Südzucker AG, Werk Zeitz",Albrechtstr. 54,6712,Zeitz,DE,23.3,Natural gas,Steam turbine,no,1993,,51.04885,12.11038,,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA1402,Delkeskamp Verpackungswerke GmbH,Hauptstrasse 15,49638,Nortrup,DE,18.1,Natural gas,Steam turbine,yes,1996,,52.61796,7.86188,,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA1403,Neptune Energy Deutschland GmbH,Bobbenmärsche 11 ,29416,Steinitz,DE,11.4,Natural gas,Steam turbine,yes,1999,,52.83005,11.10328,,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA1406,FS-Karton GmbH,Düsseldorfer Str. 182-184,41460,Neuss,DE,18.879,Natural gas,Steam turbine,yes,1992,,51.2171,6.69654,,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA1407,Schoeller Technocell GmbH & Co. KG,Fabrikstraße 1,9600,Weißenborn,DE,18.72,Natural gas,Steam turbine,yes,1997,,50.87413,13.39436,,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA1408,Evonik Degussa GmbH,Untere Kanalstraße 3,79618,Rheinfelden,DE,15.68,Natural gas,Steam turbine,yes,1979,,47.570794,7.807192,,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA1437,Aluminium Oxid Stade GmbH,Johann- Rathje- Köser- Straße,21683,Stade- Bützfleth,DE,30.72,Natural gas,Gas turbine,yes,2012,,53.65752,9.50198,,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA1444a,Prinovis GmbH & Co. KG,Breslauer Str. 300,90471,Nürnberg,DE,4.2,Natural gas,Gas turbine,yes,1993,,49.40593,11.13286,,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA1444b,Prinovis GmbH & Co. KG,Breslauer Str. 300,90471,Nürnberg,DE,4.2,Natural gas,Gas turbine,yes,1993,,49.40593,11.13286,,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA1444c,Prinovis GmbH & Co. KG,Breslauer Str. 300,90471,Nürnberg,DE,5.1,Natural gas,Gas turbine,yes,1994,,49.40593,11.13286,,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA1444d,Prinovis GmbH & Co. KG,Breslauer Str. 300,90471,Nürnberg,DE,5.1,Natural gas,Gas turbine,yes,1995,,49.40593,11.13286,,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA1450,DREWSEN SPEZIALPAPIERE GmbH & Co. KG,Georg-Drewsen-Weg 2,29331,Lachendorf,DE,13,Natural gas,Combined cycle,yes,2000,,52.623451,10.245655,,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA1464,ZF Friedrichshafen AG,Untertürkheimer Straße 5,66117,Saarbrücken,DE,38.61,Natural gas,Steam turbine,yes,2012,,49.213706,6.97813,,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA1465d,DS Smith Paper Deutschland GmbH,Kasseler Landstr. 23,37213,Witzenhausen,DE,13.2,Natural gas,Steam turbine,yes,1990,,51.31981075,9.848941452,,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA1487,Entega AG,Frankfurter Str. 100,64293,Darmstadt,DE,94.6,Natural gas,Gas turbine,no,2013,,49.884879,8.650067,,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA1489,"Stadtwerke - Altmärkische Gas-, Wasser- u. E-Werke Stendal GmbH",Schillerstraße,39576,Stendal,DE,13.2,Natural gas,Steam turbine,yes,1994,,52.6087132,11.8324507,,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA1492a,Papierfabrik Adolf Jass GmbH & Co. KG,Hermann-Muth-Str. 6,36039,Fulda,DE,26.2,Natural gas,Steam turbine,yes,2012,,50.56912,9.68128,,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
